"asin","n"
"B003AUOBXE",20
"B003B2Z0I6",20
"B003B7FBQW",20
"B003BGRD2I",20
"B003BS2V0U",20
"B003DQ3VK4",20
"B003E1AHWS",20
"B003G9MAM8",20
"B003G9T9AE",20
"B003GENS5Q",20
"B003H4ZVH8",20
"B003H771I2",20
"B003HE3DJQ",20
"B003HE7D6A",20
"B003HGWRBY",20
"B003HS5JKI",20
"B003I85V28",20
"B003I85V2I",20
"B003IC2ZV4",20
"B003IKN4OS",20
"B003JNEKAG",20
"B003JQKWHS",20
"B003KYHK2Y",20
"B003KYTW1Q",20
"B003M2O1KI",20
"B003M5IN6S",20
"B003M5IN72",20
"B003N641V2",20
"B003NSIJ40",20
"B003NYRHHE",20
"B003OCCSGA",20
"B003OJ1H60",20
"B003OJNCFO",20
"B003QJV2FE",20
"B003RDJYMM",20
"B003S6B17O",20
"B003SN51IW",20
"B003SR41KW",20
"B003TYALJ4",20
"B003UDYPLE",20
"B003UU129U",20
"B003VRIBWS",20
"B003WJT21O",20
"B003X58ZA6",20
"B003X5ZRTI",20
"B003YME0JS",20
"B003YORNFO",20
"B003YV0B24",20
"B003Z5DAE0",20
"B003Z9BKKM",20
"B003ZZRWE4",20
"B0040BV27U",20
"B0040ZFZ1K",20
"B0041PGYT6",20
"B0042ES4L2",20
"B0042ESGDI",20
"B0042MYE2C",20
"B0042T0KXC",20
"B0042VJOS2",20
"B0042VJPW2",20
"B00430FAO4",20
"B00433UY9C",20
"B0043AIBQ8",20
"B0043YG18O",20
"B0044279MC",20
"B0044357O8",20
"B004478GQK",20
"B004478GWE",20
"B0044KN87Y",20
"B0044SCV4M",20
"B0045H16W0",20
"B0045U43H2",20
"B0045UBGRC",20
"B0045UXMBK",20
"B0045VLB5I",20
"B00462C2P4",20
"B0046K12QQ",20
"B0046LD4XE",20
"B0047177RC",20
"B00478H6X0",20
"B0047S96VU",20
"B0047UVXVY",20
"B0047Y0VS6",20
"B0048HUMJK",20
"B00491ORGO",20
"B00499CV2I",20
"B0049BCELY",20
"B004A9SXBU",20
"B004ANUPLC",20
"B004APJFK2",20
"B004BXATS0",20
"B004CC8YYG",20
"B004DBSZX6",20
"B004DL160A",20
"B004DOOH5S",20
"B004DTSWKE",20
"B004E5L12I",20
"B004EBLZGE",20
"B004FEHKU0",20
"B004FPZ9PM",20
"B004GFWBCU",20
"B004GFWBFW",20
"B004H2AZXY",20
"B004H4XLOM",20
"B004HWC3DY",20
"B004HYO28G",20
"B004I0JW3E",20
"B004I9U0KY",20
"B004I9YUE6",20
"B004IBZ2S2",20
"B004IV6ECK",20
"B004IZWH6S",20
"B004J1KTAM",20
"B004JF5F98",20
"B004JRR3OQ",20
"B004JZYGPW",20
"B004K1EZD8",20
"B004KA3HI8",20
"B004KL80VQ",20
"B004KZ7360",20
"B004L050T6",20
"B004L0Z2K8",20
"B004LCXH3K",20
"B004LO7I88",20
"B004LT9796",20
"B004LZV36U",20
"B004M17DBM",20
"B004MBJHQG",20
"B004MR1S3U",20
"B004MWJO0Y",20
"B004N0YB8K",20
"B004NHQS84",20
"B004NIF5P0",20
"B004NRN5FS",20
"B004OQSN7S",20
"B004OWPOOM",20
"B004P4MA3C",20
"B004P5O8HW",20
"B004P93ZOU",20
"B004P95AF2",20
"B004P98PWW",20
"B004P98R6Q",20
"B004PB35BQ",20
"B004PBLGDK",20
"B004PBLLFS",20
"B004PBN1VK",20
"B004PWHVI8",20
"B004PXOJWS",20
"B004QIY6NE",20
"B004S53F6O",20
"B004T6U006",20
"B004THQOBE",20
"B004TJEEK0",20
"B004TLICNS",20
"B004TVGBVS",20
"B004UZD4Q8",20
"B004V4Z2WW",20
"B004V55V40",20
"B004WDCYVY",20
"B004WLXSPW",20
"B004WNIR38",20
"B004X044I2",20
"B004X95ZWM",20
"B004XA4AH2",20
"B004XJYADM",20
"B004XOILNM",20
"B004XONVLE",20
"B004XSRAHG",20
"B004YI6JS6",20
"B004Z7H1P6",20
"B004ZAKV32",20
"B00514NCLE",20
"B0051C0K2K",20
"B0051T3GYM",20
"B0051WTDIW",20
"B00522XNB4",20
"B0052D338Q",20
"B0052DYAZ6",20
"B0052FC8XU",20
"B0052FVKFC",20
"B0052WWSJM",20
"B0052YSFEC",20
"B00531ETTY",20
"B00538F2FM",20
"B005469J2U",20
"B0054XOKLS",20
"B0055NDK04",20
"B0055OI8QO",20
"B005688SL4",20
"B0056LAK0I",20
"B0056LL746",20
"B0057UHGP0",20
"B005BGP4HC",20
"B005BIDX5U",20
"B005CGFMC8",20
"B005EG1BPS",20
"B005EG4VO6",20
"B005EZJDQI",20
"B005F0XM4Q",20
"B005FMFQUC",20
"B005FPFHCG",20
"B005G0FYQE",20
"B005G23K3G",20
"B005GNPE9I",20
"B005GWID1A",20
"B005H8GKWM",20
"B005HG54UI",20
"B005HIX89U",20
"B005HRPTW0",20
"B005JG1EVE",20
"B005JQX6RE",20
"B005NCGB8U",20
"B005NIN8MQ",20
"B005NVE4S0",20
"B005P093Y4",20
"B005PJX0XA",20
"B005PN1H18",20
"B005Q1U7R4",20
"B005Q9BCL6",20
"B005Q9BCLG",20
"B005QCFHLY",20
"B005QPI48Y",20
"B005SGGLNQ",20
"B005SIMQ1A",20
"B005SK5DBI",20
"B005SSMEP8",20
"B005T5OCTG",20
"B005UEPHAY",20
"B005UNPB4W",20
"B005UO0FMO",20
"B005UZ14ZK",20
"B005V2FEKI",20
"B005VGSX3E",20
"B005XP5TOO",20
"B005XTLP9S",20
"B005ZJF3K8",20
"B0060RZ688",20
"B0060RZNM2",20
"B0061PTTX2",20
"B0064AGK2M",20
"B0065J53IE",20
"B0065VRCR2",20
"B0066BIKKY",20
"B0068QVCB6",20
"B006C6FLPA",20
"B006CBZT9I",20
"B006CD3GF0",20
"B006EEVDA2",20
"B006F3HD9W",20
"B006G98CGS",20
"B006GM97S2",20
"B006JW15N4",20
"B006KPW084",20
"B006NF8J68",20
"B006O6FMQG",20
"B006RCLJPA",20
"B006RQ8U76",20
"B006SDC9VG",20
"B006TI3WWA",20
"B006UPHRKA",20
"B006VXCNSW",20
"B006W4LB5G",20
"B006WZOA30",20
"B006XA7KZO",20
"B006XGK05A",20
"B006YKFYVK",20
"B006YVC3EU",20
"B0070ZZWVA",20
"B00712NYP8",20
"B00712O4XE",20
"B00719SPLO",20
"B0071A1GIM",20
"B0071BFNHG",20
"B0072MTIR0",20
"B00737FX6E",20
"B0073MDYEC",20
"B0073T7PXG",20
"B00749RTCC",20
"B0074ER1N4",20
"B0074NVFKU",20
"B0074NVGKO",20
"B0075ZCSMQ",20
"B0076MXK84",20
"B0077D0EFY",20
"B0078HVLSI",20
"B007BFRV1S",20
"B007CJJLMU",20
"B007CLOO9S",20
"B007D5IXOK",20
"B007D850ES",20
"B007E90GBI",20
"B007F0WO48",20
"B007F1R550",20
"B007F1SVVM",20
"B007F7POAW",20
"B007FGK3BS",20
"B007GAXMJI",20
"B007HVHCNI",20
"B007IPLUVI",20
"B007J3FAT2",20
"B007J3FBKA",20
"B007KXRAJE",20
"B007LEB25A",20
"B007LTRLZK",20
"B007Q0OYUO",20
"B007Q29ZZQ",20
"B007QCGHUM",20
"B007RM5DWY",20
"B007TJQSOW",20
"B007WMRBII",20
"B007XFBREI",20
"B007XOY0UW",20
"B007XRVVZQ",20
"B007XVYQ9A",20
"B007Y9N5P2",20
"B007Z0LBQK",20
"B00804BE9E",20
"B00826H72I",20
"B0082K99PC",20
"B0083UZAHC",20
"B00840LAA2",20
"B00840LC7I",20
"B00851KJWU",20
"B0085HII40",20
"B0085Y3K6Y",20
"B00870M7KQ",20
"B0087448NQ",20
"B0087Z6TSM",20
"B0088FMIG8",20
"B0089FJD1U",20
"B008A0GZ6U",20
"B008A11YJW",20
"B008B68HWI",20
"B008BONPZE",20
"B008CQO7GM",20
"B008CV8FRO",20
"B008D5FUJU",20
"B008DRDGGC",20
"B008FT3ZLE",20
"B008FY978O",20
"B008HRQDT0",20
"B008J3DZW0",20
"B008J4HVRO",20
"B008K88UAG",20
"B008KLC6W6",20
"B008KZWE1A",20
"B008LGSAX4",20
"B008O7YNZ4",20
"B008RO04WK",20
"B008RU8GCO",20
"B008SMSUYK",20
"B008U76WSO",20
"B008UFL3FI",20
"B008VTLTA2",20
"B008X6W9HA",20
"B008YD3QJM",20
"B008YT490Q",20
"B0090GWVAC",20
"B0090GWVI4",20
"B0090PX82S",20
"B0090ZEV60",20
"B0091AX8MC",20
"B0093YA75W",20
"B00960OSFI",20
"B00979AHC6",20
"B0097C4U6C",20
"B009BA52L2",20
"B009DIEFQU",20
"B009F7ORS0",20
"B009GJD28I",20
"B009GN6M7C",20
"B009HCE5Q2",20
"B009I6J3SW",20
"B009KDY4IM",20
"B009MB4EYG",20
"B009NHVO3S",20
"B009NI4DOO",20
"B009OLY2DW",20
"B009P4I5FO",20
"B009TV7L9E",20
"B009V0RLE8",20
"B009VQ1J2M",20
"B009W2BLJQ",20
"B009YHKX0W",20
"B009YP2L9K",20
"B00A1ATPPA",20
"B00A671P3I",20
"B00A6LSASW",20
"B00A6SB12M",20
"B00A71SZCW",20
"B00A8REDY4",20
"B00A8UH5VO",20
"B00AA46MRQ",20
"B00AA9WCUW",20
"B00AAPVHR0",20
"B00AC4EULO",20
"B00ADSHWQY",20
"B00AGI2U3G",20
"B00AHVS4X2",20
"B00AJ9NAA4",20
"B00AJCNIOO",20
"B00AL020QQ",20
"B00AOHDBQ4",20
"B00AR0D86Q",20
"B00ASXSOZ2",20
"B00AUW1P84",20
"B00AWP7Q7I",20
"B00AZ3PMVY",20
"B00AZDA8YU",20
"B00AZZ07LW",20
"B00B0DOR8C",20
"B00B1MP0OM",20
"B00B1Z6ZIO",20
"B00B29N6QS",20
"B00B2JR5PQ",20
"B00B3YM0WS",20
"B00B670TCU",20
"B00B6QEM9M",20
"B00B7MYA1U",20
"B00B9Q5PCC",20
"B00BMGUIJE",20
"B00BNPXPNU",20
"B00BO0OU2Y",20
"B00BODI4FU",20
"B00BOS7UB4",20
"B00BP6HO52",20
"B00BQG5W50",20
"B00BRBDHUQ",20
"B00BRCN9BC",20
"B00BT259CC",20
"B00BUQ5Q98",20
"B00BV1OUN0",20
"B00BWHT4PM",20
"B00BWIOUSW",20
"B00BWWYK9C",20
"B00BZWBWYU",20
"B00C0LQTDY",20
"B00C0VNNGA",20
"B00C16Z57Y",20
"B00C1B8S28",20
"B00C6PX2B6",20
"B00C6QAEKW",20
"B00C74HM3K",20
"B00C7V922C",20
"B00CA0PCH4",20
"B00CANHS0K",20
"B00CB29FWO",20
"B00CBKL8WG",20
"B00CDJMDSS",20
"B00CEJIT0S",20
"B00CG5WXWK",20
"B00CH9SKU4",20
"B00CHFOZN4",20
"B00CHOPESK",20
"B00CJQISIY",20
"B00CKH9OKS",20
"B00CKN88DG",20
"B00CMNX654",20
"B00CN457K4",20
"B00CNBJKNW",20
"B00CNBJKOG",20
"B00CNNPOHQ",20
"B00CNNPPA2",20
"B00COM5ZNE",20
"B00CPHGF8M",20
"B00CTJOCJK",20
"B00CY5NIY4",20
"B00D6FD13O",20
"B00D6FD31Y",20
"B00D8B99Y6",20
"B00D8SS3AK",20
"B00D8VHJGQ",20
"B00D9LWM6M",20
"B00DAJBD9A",20
"B00DEK6GV0",20
"B00DGCGYHW",20
"B00DGQPPJQ",20
"B00DH9UUFG",20
"B00DJLQDJE",20
"B00DJLQDJY",20
"B00DKCHSA0",20
"B00DOQCZM8",20
"B00DQ99NT6",20
"B00DQRV698",20
"B00DR75QJ8",20
"B00DSNQ35W",20
"B00DTIYD4Y",20
"B00DTOZ4DM",20
"B00DUUA3ZE",20
"B00DV60RLM",20
"B00DVDMRPY",20
"B00DVMGW0Q",20
"B00DVNF30A",20
"B00DWI7JVK",20
"B00DY1WVNQ",20
"B00E1EW75M",20
"B00E1WWRP4",20
"B00EAHXWEU",20
"B00EAYIEYG",20
"B00EB0Q3H4",20
"B00EEW7MYW",20
"B00EJH1VOO",20
"B00EKT2SPW",20
"B00ERZVZZS",20
"B00ESC2TFK",20
"B00F85X8HY",20
"B00F9FF1PU",20
"B00F9NFSLY",20
"B00FJ7M35Y",20
"B00FKSSF18",20
"B00FPV7O1C",20
"B00FRR016Y",20
"B00FS9E2G6",20
"B00FU0UZM8",20
"B00FZD6HHM",20
"B00G5AX1YQ",20
"B00G69PU2W",20
"B00GAC6470",20
"B00GCG4NY0",20
"B00GGWOY0I",20
"B00GMNK1JO",20
"B00GNCA9KK",20
"B00GOJR4DC",20
"B00GRV5JMU",20
"B00H7LJLG4",20
"B00HC1O2TU",20
"B00HKZVPE8",20
"B00HLQUETS",20
"B00HWMY8XY",20
"B00IANTQDQ",20
"B00IGXUSGY",20
"B00IJ2KYYI",20
"B00J0RZKE0",20
"B00J9GA92U",20
"0735321396",19
"0786960442",19
"0867343125",19
"0976914441",19
"0979182778",19
"0979712386",19
"0979959373",19
"0983013306",19
"1556347782",19
"1589946685",19
"1613170297",19
"161661059X",19
"161661613X",19
"1903385113",19
"1933318880",19
"8499000363",19
"8499004296",19
"B00000DMBX",19
"B00000DMFW",19
"B00000ISLD",19
"B00000ISZ2",19
"B00000IWE4",19
"B00000JHXR",19
"B00000JIFO",19
"B00001QEAD",19
"B00001R3V5",19
"B00001WRP8",19
"B00001ZSSZ",19
"B0000206FS",19
"B00004SGCJ",19
"B00004SZ45",19
"B00004TFZQ",19
"B00004TFZR",19
"B00004TXOY",19
"B00004UG3Z",19
"B00005ATSR",19
"B00005BQW5",19
"B00005BWH9",19
"B00005BY3U",19
"B00005JCNZ",19
"B00005LDST",19
"B00005S0K6",19
"B00005UNAU",19
"B00005UOS5",19
"B00005UQGL",19
"B000062T5L",19
"B000062TR3",19
"B000062TR8",19
"B0000630L3",19
"B000063CUU",19
"B000063TPS",19
"B0000646RH",19
"B000066CMF",19
"B000068NS1",19
"B000068QH5",19
"B00006DY2I",19
"B00006JZCM",19
"B00006JZCT",19
"B00006YYXJ",19
"B00007BK9G",19
"B0000859T8",19
"B00008W73B",19
"B00008XL2P",19
"B00008YSIE",19
"B000096QL3",19
"B000098XFT",19
"B000099Z34",19
"B000099ZBM",19
"B00009AVL1",19
"B0000A1ZF9",19
"B0000AQJQR",19
"B0000C4E3O",19
"B0000DJ3E2",19
"B0000E5U63",19
"B0000WXGKO",19
"B0000X63BC",19
"B0001A7VHO",19
"B0001IAGI2",19
"B0001LATPY",19
"B0001M2BR2",19
"B0001NE7AA",19
"B0001NE7KU",19
"B0001VUSUU",19
"B0001W94FY",19
"B0001ZI9D4",19
"B00020LYSU",19
"B00023JJD4",19
"B0002717CG",19
"B000284XUS",19
"B000296LQQ",19
"B0002FYR02",19
"B0002HYFJI",19
"B0002HYH50",19
"B0002HZ18C",19
"B0002KX76M",19
"B0002L9J2C",19
"B0002Q9DO6",19
"B0002V2SV6",19
"B0002X6W34",19
"B0003069V6",19
"B00064SASO",19
"B00066N6QI",19
"B00067TA6M",19
"B00068O1Y2",19
"B0006HCA78",19
"B0006I5G14",19
"B0006I8QM0",19
"B0006JGAO0",19
"B0006LBVJM",19
"B0006MY7CY",19
"B0006N708G",19
"B0006N73CY",19
"B0006O5D66",19
"B0006OFXSE",19
"B0006PJPBY",19
"B00076ZXNG",19
"B00078ZJ10",19
"B0007OSUJW",19
"B0007Q459E",19
"B0007V17N6",19
"B0007VVH54",19
"B0007WHY6O",19
"B0007WX1DE",19
"B0007XDHL4",19
"B0007Z12RI",19
"B00080M500",19
"B00081YUWA",19
"B0008E0BZC",19
"B0008FUCX2",19
"B00091PQRC",19
"B00091R6H0",19
"B000932CRC",19
"B00095LHS0",19
"B0009GVE7S",19
"B0009GZFYG",19
"B0009I6RFK",19
"B0009I7GSM",19
"B0009KVC80",19
"B0009OLUFQ",19
"B0009S5TYU",19
"B0009STH84",19
"B0009STPNQ",19
"B0009VPOBK",19
"B0009XEC5M",19
"B0009YDE28",19
"B000A42YM8",19
"B000AAIZRU",19
"B000AQ8KXS",19
"B000AQJPGE",19
"B000AXYD0K",19
"B000B8J7Q4",19
"B000BD3VKC",19
"B000BJPGCM",19
"B000BNEO9O",19
"B000BO835Y",19
"B000BQJNGK",19
"B000BUTCXA",19
"B000BVL50C",19
"B000BXHOCS",19
"B000BYRL3E",19
"B000CS751C",19
"B000E9WC5S",19
"B000EBFPUK",19
"B000ELIX90",19
"B000ELORU4",19
"B000ENW6D2",19
"B000EOGAUQ",19
"B000EULZ50",19
"B000EWYCX0",19
"B000EZ1OEM",19
"B000F3PVDI",19
"B000F4G5KU",19
"B000F5FN7A",19
"B000F792BG",19
"B000F7T0YK",19
"B000F8TB0W",19
"B000FA1K54",19
"B000FA6KP4",19
"B000FBUVKS",19
"B000FCURJC",19
"B000FE9AT8",19
"B000FGKD38",19
"B000FKP776",19
"B000FMQ3AE",19
"B000FODUVW",19
"B000FPHGPM",19
"B000FPYHAE",19
"B000FYVNLQ",19
"B000GB4EAA",19
"B000GCLUJC",19
"B000GKW4I0",19
"B000GYWY90",19
"B000GYZ3IO",19
"B000GZJ4RY",19
"B000H27E32",19
"B000H3A1PY",19
"B000H6HBEK",19
"B000H847MM",19
"B000HIIR2I",19
"B000HJUX2O",19
"B000HJXEE8",19
"B000HKUB84",19
"B000HV0EJ4",19
"B000HWU43E",19
"B000HXNCBO",19
"B000I25302",19
"B000I7DPNO",19
"B000ID1B2K",19
"B000IGED9A",19
"B000IY4ID8",19
"B000J4K0T8",19
"B000JPG93S",19
"B000JPWFSQ",19
"B000JWEVYA",19
"B000JYYKKI",19
"B000KI28D4",19
"B000KIDZCW",19
"B000L4WWJM",19
"B000LEEBYQ",19
"B000LOF3KW",19
"B000LPF018",19
"B000LT4KMY",19
"B000LY9ME0",19
"B000M02MNG",19
"B000M0PLAC",19
"B000M3U4FQ",19
"B000M42SO0",19
"B000M69M60",19
"B000M6VPJM",19
"B000M77G8U",19
"B000MF20MO",19
"B000MRM8RO",19
"B000MVE52Q",19
"B000N15OV6",19
"B000NBKK06",19
"B000NC2Z12",19
"B000NIECAI",19
"B000NO9GJO",19
"B000NTCN12",19
"B000NW132Y",19
"B000NW1360",19
"B000NW13BK",19
"B000NZN874",19
"B000O1379G",19
"B000O1B1AI",19
"B000O1K42O",19
"B000OEVOLG",19
"B000OG7OVS",19
"B000OGUJ56",19
"B000OHE0ZU",19
"B000OKSOGI",19
"B000OV8BNI",19
"B000OVAHJY",19
"B000OVBY3C",19
"B000OWI3P8",19
"B000OY4X46",19
"B000P0S22S",19
"B000P10PF4",19
"B000P9ESPO",19
"B000PD76D6",19
"B000PGVPXU",19
"B000PJDV7K",19
"B000PWAJLS",19
"B000Q41SP6",19
"B000Q781XU",19
"B000Q7JWCO",19
"B000QB4G0I",19
"B000QF3VIW",19
"B000R6PKL6",19
"B000R93JBG",19
"B000RAAO22",19
"B000RJMMU0",19
"B000RL0X22",19
"B000RMU7QS",19
"B000RPZDHS",19
"B000S0VL00",19
"B000S163I4",19
"B000SAH5KA",19
"B000T735SS",19
"B000T8DZEG",19
"B000TMB6MK",19
"B000TSZ43Q",19
"B000U03G7E",19
"B000UCHKL0",19
"B000UH0QSO",19
"B000UHAFPS",19
"B000UOGDVQ",19
"B000V4KSHA",19
"B000VG4BAS",19
"B000VZIZ1U",19
"B000W1TQ8O",19
"B000W30PIW",19
"B000W3XEQ2",19
"B000W6QK7E",19
"B000W73FQC",19
"B000WA31YA",19
"B000WCQ7NA",19
"B000WCYMSW",19
"B000WLIABI",19
"B000WLW3W0",19
"B000WNUUBY",19
"B000WTPUUO",19
"B000XGJHQ4",19
"B000XK5FKC",19
"B000XPIZ1I",19
"B000Y8EPS6",19
"B000Y8G3ZY",19
"B000Y8G412",19
"B000YE60DS",19
"B000YHSF3S",19
"B000YXWSAS",19
"B000YYHG54",19
"B000ZJ2DYW",19
"B000ZPHMNS",19
"B00106WYM0",19
"B0010FIX2G",19
"B00110A6XY",19
"B00112E606",19
"B0011VVCHC",19
"B0011WOEQ2",19
"B00126NJK4",19
"B00128FYB4",19
"B0012N1JVI",19
"B0012NWRCS",19
"B0012PR3YI",19
"B0012RZT2Y",19
"B0012XRVVU",19
"B00134O9VS",19
"B00135FC1S",19
"B00138UYOA",19
"B0013LTXI0",19
"B0013O512E",19
"B0013OIHMU",19
"B00143YK2G",19
"B0014GI8QM",19
"B0014XW4CO",19
"B0014ZA6F4",19
"B00159N4Q2",19
"B0015D8AIK",19
"B0015USUB0",19
"B0015ZX4G6",19
"B00160EZIQ",19
"B001639J0W",19
"B00168H66G",19
"B0016A8YHY",19
"B0016BFYVM",19
"B0016OPFYA",19
"B001721YFA",19
"B00178HT0I",19
"B0017I3JOI",19
"B0017LV77Q",19
"B0017ZALZ6",19
"B001856NOI",19
"B00186DE76",19
"B0018SKSK0",19
"B001926KH0",19
"B0019CH5K6",19
"B0019CH5ME",19
"B0019HDSH0",19
"B0019IARK0",19
"B0019ICIWA",19
"B0019O192O",19
"B0019SWSSO",19
"B001A4B1CG",19
"B001AQYK4A",19
"B001AZ6W7E",19
"B001B19T9A",19
"B001B1Q3F8",19
"B001B2I7YW",19
"B001B61538",19
"B001B7OET4",19
"B001C6ISEG",19
"B001CM2U6C",19
"B001CNUTVY",19
"B001COKPNK",19
"B001CTUO2C",19
"B001D21SUK",19
"B001DEGZEM",19
"B001DSOXNI",19
"B001DU5GNM",19
"B001E0I09S",19
"B001ELE8FM",19
"B001FFVY9K",19
"B001FXLT1U",19
"B001FYJBM8",19
"B001G0AKBC",19
"B001G0IZHS",19
"B001GS34KI",19
"B001H50M00",19
"B001HBED4K",19
"B001HO266O",19
"B001I7VHP6",19
"B001J8SLZS",19
"B001JK6234",19
"B001JQLJTU",19
"B001KZ8AH4",19
"B001L2YOPS",19
"B001LGFHHI",19
"B001LM4RO6",19
"B001LR54JS",19
"B001M0MQ5Y",19
"B001M5DYC8",19
"B001MX5GB2",19
"B001NXO1YE",19
"B001ODA2Q4",19
"B001ORW6PK",19
"B001PB7FO2",19
"B001PBMATM",19
"B001PBRFB0",19
"B001PGP33M",19
"B001PPB8IM",19
"B001Q4XWB8",19
"B001Q6RUXM",19
"B001QEI8GM",19
"B001QET4U6",19
"B001QFBJTE",19
"B001QHGAJQ",19
"B001QIQXUQ",19
"B001QVGSF8",19
"B001RDZWDO",19
"B001RIYHW6",19
"B001RM7YYU",19
"B001S3URA6",19
"B001SHBYMC",19
"B001SU5G3C",19
"B001T43PPI",19
"B001TIVRD6",19
"B001TM7OC0",19
"B001TOOBSS",19
"B001TOXM7Y",19
"B001UKSCEK",19
"B001URY58U",19
"B001US09BQ",19
"B001US69M4",19
"B001V6HWHG",19
"B001VE8JH0",19
"B001VT7BA6",19
"B001VYEP0U",19
"B001W03UVI",19
"B001W0D054",19
"B001W1RBXA",19
"B001XY5CBO",19
"B00200JX4M",19
"B00205RDSU",19
"B0023NVVB4",19
"B0023S1H40",19
"B00242TNX2",19
"B002445U2I",19
"B0024D2C7K",19
"B0024FA8G0",19
"B0025NT2DQ",19
"B00261JT94",19
"B0026IUN06",19
"B00273U4O0",19
"B00278BTPI",19
"B0027ACEYQ",19
"B0027DTH7U",19
"B0027DX2IA",19
"B0027FFMBS",19
"B0028482VK",19
"B0028K2Q8O",19
"B0028RZ7O2",19
"B0029NDIUU",19
"B0029Z9YZG",19
"B002AB2PVE",19
"B002AK8KTG",19
"B002AQDJP0",19
"B002BAY99K",19
"B002C4L47A",19
"B002CIC0Y2",19
"B002CJCQ9K",19
"B002CVM85U",19
"B002EVDP8W",19
"B002F920ZW",19
"B002FQM7I0",19
"B002FQSOW8",19
"B002FYGNF0",19
"B002GHBXEW",19
"B002HSWKFG",19
"B002I21TQW",19
"B002IB7Q0G",19
"B002IFAGA4",19
"B002IU12J8",19
"B002JB65HU",19
"B002KCNV5W",19
"B002KHL0OG",19
"B002KUYB12",19
"B002L16A8C",19
"B002L3TRZS",19
"B002LE8KRS",19
"B002MCGOJA",19
"B002MCZ85G",19
"B002N4WUD6",19
"B002ODL7ZI",19
"B002OS6ARI",19
"B002OSY2XC",19
"B002PBFR46",19
"B002RNZFRQ",19
"B002S52W9W",19
"B002SD6ILC",19
"B002SNA5NY",19
"B002T0N9WA",19
"B002TNDMJM",19
"B002TRP5RK",19
"B002UZGMJ6",19
"B002V483UM",19
"B002V7XA84",19
"B002VQXQRU",19
"B002WB16ZS",19
"B002WBBZRW",19
"B002X7YVYO",19
"B002XA28H8",19
"B002XH7WYK",19
"B002XVKFZO",19
"B002Y2FFUM",19
"B002YX010K",19
"B002Z3HALM",19
"B002ZFE1VC",19
"B002ZFJFK4",19
"B002ZO41HC",19
"B002ZOU78O",19
"B0030D7F8O",19
"B0030RW2X8",19
"B0031MUO6O",19
"B003231IBW",19
"B0032OARZE",19
"B0033PRQVA",19
"B00342LJOW",19
"B0035AHAGE",19
"B0035LJCVE",19
"B0035LOUWK",19
"B0035RAJME",19
"B0035U4O1S",19
"B00362MRHI",19
"B00362TQW2",19
"B0036B4SSA",19
"B0036MDNA8",19
"B0036RMAQQ",19
"B0036YHOBU",19
"B003774WQ6",19
"B0037DU8OK",19
"B0037UZNY8",19
"B00387FYJY",19
"B00388GRYE",19
"B00388J228",19
"B0038AR700",19
"B0038FDMPO",19
"B0038IMP7W",19
"B0038OMF3K",19
"B0038ZLO6S",19
"B00396ZPO8",19
"B0039NQWFM",19
"B0039X8ZVG",19
"B003A09ZKS",19
"B003A8523Y",19
"B003AGIJ86",19
"B003AJ9M1Q",19
"B003AJGXC2",19
"B003B24RR6",19
"B003BEDEAK",19
"B003BWYKTQ",19
"B003BZX6BG",19
"B003C70Z44",19
"B003C9G6H2",19
"B003CS5FLG",19
"B003DD6H08",19
"B003E10TRQ",19
"B003E3GVQW",19
"B003E6WGQI",19
"B003EDYE02",19
"B003ET6R88",19
"B003F0WIHA",19
"B003F2VNGK",19
"B003FLMWPM",19
"B003HBY1EK",19
"B003HGHH3C",19
"B003I85UYM",19
"B003IKN0YM",19
"B003IMILEO",19
"B003J5CDMG",19
"B003J6TEFE",19
"B003JD28BE",19
"B003JQKTBM",19
"B003KLVYXS",19
"B003LTNPD6",19
"B003LVY7BI",19
"B003M5IN7W",19
"B003MU2OTK",19
"B003N7Y5D0",19
"B003NSBMVC",19
"B003OCFX7G",19
"B003SIUDV2",19
"B003TL0ZQG",19
"B003TSD91W",19
"B003U6BKAK",19
"B003U7CVCU",19
"B003U9VPYI",19
"B003UL6EJC",19
"B003UTUEVI",19
"B003UXR6TC",19
"B003UYTMGQ",19
"B003V280II",19
"B003VIVCL4",19
"B003VW3KBK",19
"B003VWBRIS",19
"B003VWWAB6",19
"B003VXBKN4",19
"B003VXV3V8",19
"B003WU3DR2",19
"B003YACIKS",19
"B003YI0XOS",19
"B003YM2J0A",19
"B003YWDFMQ",19
"B003Z9FMSI",19
"B003ZD1184",19
"B00405T5P2",19
"B00407VRTM",19
"B004086Q1U",19
"B0040F5P9C",19
"B0040HYLF4",19
"B0041HGILS",19
"B0041O4MFK",19
"B0041SY418",19
"B0041TNT40",19
"B004239XUY",19
"B0042ES4VC",19
"B0042ESG9W",19
"B0042ESIYA",19
"B0042ET0VA",19
"B0042L1SJ0",19
"B0042RVNHG",19
"B0042ZK8CO",19
"B0043NVU0Y",19
"B0043VRI02",19
"B004437O26",19
"B00444OQ1W",19
"B004478G9W",19
"B004478GHO",19
"B004478GME",19
"B00448JE38",19
"B0044DJVLS",19
"B0044SX3D0",19
"B0045NNVQS",19
"B00460TLMI",19
"B00466IEEI",19
"B0047BC77C",19
"B0047MJWCO",19
"B0047QN4FG",19
"B00486Y5XA",19
"B00487TU20",19
"B004AQW4LI",19
"B004C03S2Q",19
"B004CZ5H5C",19
"B004DAHFLA",19
